CVE,CVSS,EPSS,KEV,Priority
CVE-2025-47152,6.5,0.00054,0,65.027
CVE-2025-59958,6.5,0.00053,0,65.0265
CVE-2025-36092,6.5,0.00053,0,65.0265
CVE-2025-10532,6.5,0.00052,0,65.026
CVE-2025-43356,6.5,0.00052,0,65.026
CVE-2024-2035,6.5,0.00052,0,65.026
CVE-2025-45157,6.5,0.00052,0,65.026
CVE-2025-54267,6.5,0.00052,0,65.026
CVE-2025-8051,6.5,0.00051,0,65.0255
CVE-2025-10875,6.5,0.00051,0,65.0255
CVE-2025-55090,6.5,0.00051,0,65.0255
CVE-2023-50495,6.5,0.00051,0,65.0255
CVE-2025-55091,6.5,0.00051,0,65.0255
CVE-2025-10529,6.5,0.00051,0,65.0255
CVE-2025-57305,6.5,0.00051,0,65.0255
CVE-2025-59980,6.5,0.00051,0,65.0255
CVE-2024-36293,6.5,0.00051,0,65.0255
CVE-2025-64320,6.5,0.00051,0,65.0255
CVE-2025-30687,6.5,0.0005,0,65.025
CVE-2025-60319,6.5,0.0005,0,65.025
CVE-2025-30682,6.5,0.0005,0,65.025
CVE-2025-30688,6.5,0.0005,0,65.025
CVE-2025-60540,6.5,0.0005,0,65.025
CVE-2025-63563,6.5,0.0005,0,65.025
CVE-2024-12387,6.5,0.0005,0,65.025
CVE-2025-63784,6.5,0.00049,0,65.0245
CVE-2025-57109,6.5,0.00049,0,65.0245
CVE-2024-11300,6.5,0.00049,0,65.0245
CVE-2024-10707,6.5,0.00049,0,65.0245
CVE-2025-61430,6.5,0.00048,0,65.024
CVE-2024-10274,6.5,0.00048,0,65.024
CVE-2022-37051,6.5,0.00048,0,65.024
CVE-2025-24188,6.5,0.00048,0,65.024
CVE-2025-29699,6.5,0.00048,0,65.024
CVE-2024-10330,6.5,0.00048,0,65.024
CVE-2025-24239,6.5,0.00047,0,65.0235
CVE-2025-33096,6.5,0.00047,0,65.0235
CVE-2025-20375,6.5,0.00047,0,65.0235
CVE-2025-33132,6.5,0.00047,0,65.0235
CVE-2025-33131,6.5,0.00047,0,65.0235
CVE-2025-33126,6.5,0.00047,0,65.0235
CVE-2024-12880,6.5,0.00047,0,65.0235
CVE-2025-33133,6.5,0.00047,0,65.0235
CVE-2025-53654,6.5,0.00046,0,65.023
CVE-2025-45663,6.5,0.00046,0,65.023
CVE-2025-60784,6.5,0.00046,0,65.023
CVE-2025-55675,6.5,0.00046,0,65.023
CVE-2025-5986,6.5,0.00046,0,65.023
CVE-2024-45183,6.5,0.00045,0,65.0225
CVE-2025-64114,6.5,0.00045,0,65.0225
CVE-2025-41073,6.5,0.00045,0,65.0225
CVE-2025-24192,6.5,0.00045,0,65.0225
CVE-2025-43252,6.5,0.00045,0,65.0225
CVE-2025-46556,6.5,0.00044,0,65.022
CVE-2025-62706,6.5,0.00044,0,65.022
CVE-2025-55039,6.5,0.00044,0,65.022
CVE-2024-53135,6.5,0.00044,0,65.022
CVE-2024-39279,6.5,0.00043,0,65.0215
CVE-2025-31210,6.5,0.00043,0,65.0215
CVE-2024-10273,6.5,0.00043,0,65.0215
CVE-2025-60790,6.5,0.00043,0,65.0215
CVE-2025-43272,6.5,0.00043,0,65.0215
CVE-2025-43327,6.5,0.00043,0,65.0215
CVE-2025-0277,6.5,0.00042,0,65.021
CVE-2025-0276,6.5,0.00042,0,65.021
CVE-2025-64433,6.5,0.00042,0,65.021
CVE-2024-30145,6.5,0.00042,0,65.021
CVE-2025-43440,6.5,0.00042,0,65.021
CVE-2025-49829,6.5,0.00042,0,65.021
CVE-2025-60514,6.5,0.00041,0,65.0205
CVE-2025-63608,6.5,0.00041,0,65.0205
CVE-2025-63585,6.5,0.00041,0,65.0205
CVE-2025-56007,6.5,0.00041,0,65.0205
CVE-2025-48980,6.5,0.00041,0,65.0205
CVE-2025-5983,6.5,0.00041,0,65.0205
CVE-2025-60783,6.5,0.00041,0,65.0205
CVE-2025-60542,6.5,0.00041,0,65.0205
CVE-2024-31949,6.5,0.0004,0,65.02
CVE-2025-36006,6.5,0.0004,0,65.02
CVE-2025-10530,6.5,0.0004,0,65.02
CVE-2024-4341,6.5,0.0004,0,65.02
CVE-2025-54335,6.5,0.0004,0,65.02
CVE-2025-54767,6.5,0.0004,0,65.02
CVE-2025-27803,6.5,0.0004,0,65.02
CVE-2025-57433,6.5,0.00039,0,65.0195
CVE-2025-59829,6.5,0.00039,0,65.0195
CVE-2025-12503,6.5,0.00039,0,65.0195
CVE-2025-59976,6.5,0.00039,0,65.0195
CVE-2024-47118,6.5,0.00039,0,65.0195
CVE-2024-9418,6.5,0.00039,0,65.0195
CVE-2025-56747,6.5,0.00039,0,65.0195
CVE-2025-60247,6.5,0.00039,0,65.0195
CVE-2025-36008,6.5,0.00039,0,65.0195
CVE-2025-60708,6.5,0.00039,0,65.0195
CVE-2025-45618,6.5,0.00038,0,65.019
CVE-2025-50075,6.5,0.00038,0,65.019
CVE-2025-43457,6.5,0.00038,0,65.019
CVE-2025-55341,6.5,0.00038,0,65.019
CVE-2025-61754,6.5,0.00038,0,65.019
CVE-2025-59686,6.5,0.00038,0,65.019
CVE-2025-24222,6.5,0.00038,0,65.019
CVE-2025-9549,6.5,0.00038,0,65.019
CVE-2025-60868,6.5,0.00038,0,65.019
CVE-2025-53035,6.5,0.00038,0,65.019
CVE-2025-61758,6.5,0.00038,0,65.019
CVE-2025-10124,6.5,0.00038,0,65.019
CVE-2025-57428,6.5,0.00038,0,65.019
CVE-2025-46011,6.5,0.00038,0,65.019
CVE-2025-62651,6.5,0.00038,0,65.019
CVE-2025-12636,6.5,0.00038,0,65.019
CVE-2025-50951,6.5,0.00037,0,65.0185
CVE-2025-50949,6.5,0.00037,0,65.0185
CVE-2025-60639,6.5,0.00037,0,65.0185
CVE-2023-4345,6.5,0.00037,0,65.0185
CVE-2025-62508,6.5,0.00037,0,65.0185
CVE-2025-33202,6.5,0.00037,0,65.0185
CVE-2025-54967,6.5,0.00037,0,65.0185
CVE-2025-35021,6.5,0.00036,0,65.018
CVE-2025-62038,6.5,0.00036,0,65.018
CVE-2025-8050,6.5,0.00036,0,65.018
CVE-2025-53668,6.5,0.00036,0,65.018
CVE-2025-3932,6.5,0.00036,0,65.018
CVE-2025-53666,6.5,0.00036,0,65.018
CVE-2025-53659,6.5,0.00036,0,65.018
CVE-2025-54957,6.5,0.00036,0,65.018
CVE-2025-64365,6.5,0.00036,0,65.018
CVE-2025-49908,6.5,0.00036,0,65.018
CVE-2025-53742,6.5,0.00036,0,65.018
CVE-2025-8048,6.5,0.00036,0,65.018
CVE-2025-48414,6.5,0.00036,0,65.018
CVE-2025-53424,6.5,0.00035,0,65.0175
CVE-2025-62049,6.5,0.00035,0,65.0175
CVE-2025-62019,6.5,0.00035,0,65.0175
CVE-2023-31006,6.5,0.00035,0,65.0175
CVE-2025-62046,6.5,0.00035,0,65.0175
CVE-2025-61330,6.5,0.00035,0,65.0175
CVE-2025-48096,6.5,0.00035,0,65.0175
CVE-2025-62914,6.5,0.00035,0,65.0175
CVE-2025-43507,6.5,0.00035,0,65.0175
CVE-2025-52738,6.5,0.00035,0,65.0175
CVE-2025-62037,6.5,0.00035,0,65.0175
CVE-2025-62033,6.5,0.00035,0,65.0175
CVE-2025-54287,6.5,0.00035,0,65.0175
CVE-2025-24834,6.5,0.00034,0,65.017
CVE-2025-62069,6.5,0.00034,0,65.017
CVE-2025-62068,6.5,0.00034,0,65.017
CVE-2025-64354,6.5,0.00034,0,65.017
CVE-2025-24949,6.5,0.00034,0,65.017
CVE-2025-64194,6.5,0.00034,0,65.017
CVE-2025-62030,6.5,0.00034,0,65.017
CVE-2025-49927,6.5,0.00034,0,65.017
CVE-2025-64197,6.5,0.00034,0,65.017
CVE-2025-49933,6.5,0.00034,0,65.017
CVE-2025-49928,6.5,0.00034,0,65.017
CVE-2025-49929,6.5,0.00034,0,65.017
CVE-2025-64208,6.5,0.00034,0,65.017
CVE-2025-62024,6.5,0.00034,0,65.017
CVE-2025-62042,6.5,0.00034,0,65.017
CVE-2025-49932,6.5,0.00034,0,65.017
CVE-2025-62058,6.5,0.00034,0,65.017
CVE-2025-62060,6.5,0.00034,0,65.017
CVE-2025-49936,6.5,0.00034,0,65.017
CVE-2025-64202,6.5,0.00034,0,65.017
CVE-2025-49938,6.5,0.00034,0,65.017
CVE-2025-64220,6.5,0.00034,0,65.017
CVE-2025-62032,6.5,0.00034,0,65.017
CVE-2025-64204,6.5,0.00034,0,65.017
CVE-2025-64362,6.5,0.00034,0,65.017
CVE-2025-64361,6.5,0.00034,0,65.017
CVE-2025-49940,6.5,0.00034,0,65.017
CVE-2025-62063,6.5,0.00034,0,65.017
CVE-2025-49939,6.5,0.00034,0,65.017
CVE-2025-62044,6.5,0.00034,0,65.017
CVE-2025-62012,6.5,0.00034,0,65.017
CVE-2025-62987,6.5,0.00034,0,65.017
CVE-2025-58970,6.5,0.00034,0,65.017
CVE-2025-62051,6.5,0.00034,0,65.017
CVE-2025-64367,6.5,0.00034,0,65.017
CVE-2025-62951,6.5,0.00034,0,65.017
CVE-2025-62971,6.5,0.00034,0,65.017
CVE-2025-61181,6.5,0.00034,0,65.017
CVE-2025-62969,6.5,0.00034,0,65.017
CVE-2025-62968,6.5,0.00034,0,65.017
CVE-2025-62921,6.5,0.00034,0,65.017
CVE-2025-52752,6.5,0.00034,0,65.017
CVE-2025-62011,6.5,0.00034,0,65.017
CVE-2025-62967,6.5,0.00034,0,65.017
CVE-2025-62963,6.5,0.00034,0,65.017
CVE-2025-62948,6.5,0.00034,0,65.017
CVE-2025-48088,6.5,0.00034,0,65.017
CVE-2025-62983,6.5,0.00034,0,65.017
CVE-2025-62974,6.5,0.00034,0,65.017
CVE-2025-62984,6.5,0.00034,0,65.017
CVE-2025-62885,6.5,0.00034,0,65.017
CVE-2025-11974,6.5,0.00034,0,65.017
CVE-2025-48087,6.5,0.00034,0,65.017
CVE-2025-62985,6.5,0.00034,0,65.017
CVE-2025-62949,6.5,0.00034,0,65.017
CVE-2025-49960,6.5,0.00034,0,65.017
CVE-2025-9559,6.5,0.00033,0,65.0165
CVE-2025-12808,6.5,0.00033,0,65.0165
CVE-2025-11711,6.5,0.00032,0,65.016
CVE-2025-64283,6.5,0.00032,0,65.016
CVE-2025-64493,6.5,0.00032,0,65.016
CVE-2024-45259,6.5,0.00032,0,65.016
CVE-2025-54471,6.5,0.00032,0,65.016
CVE-2025-11705,6.5,0.00032,0,65.016
CVE-2025-62720,6.5,0.00031,0,65.0155
CVE-2025-62721,6.5,0.00031,0,65.0155
CVE-2025-10175,6.5,0.00031,0,65.0155
CVE-2025-11879,6.5,0.00031,0,65.0155
CVE-2025-52961,6.5,0.00031,0,65.0155
CVE-2025-53092,6.5,0.00031,0,65.0155
CVE-2025-60265,6.5,0.00031,0,65.0155
CVE-2025-60267,6.5,0.00031,0,65.0155
CVE-2025-61464,6.5,0.0003,0,65.015
CVE-2025-63293,6.5,0.0003,0,65.015
CVE-2025-61540,6.5,0.0003,0,65.015
CVE-2025-54970,6.5,0.00029,0,65.0145
CVE-2025-10575,6.5,0.00029,0,65.0145
CVE-2024-45700,6.5,0.00029,0,65.0145
CVE-2025-12010,6.5,0.00029,0,65.0145
CVE-2025-20103,6.5,0.00029,0,65.0145
CVE-2025-11365,6.5,0.00029,0,65.0145
CVE-2025-59967,6.5,0.00029,0,65.0145
CVE-2025-61194,6.5,0.00029,0,65.0145
CVE-2022-37052,6.5,0.00029,0,65.0145
CVE-2025-11740,6.5,0.00029,0,65.0145
CVE-2025-9544,6.5,0.00029,0,65.0145
CVE-2025-60266,6.5,0.00029,0,65.0145
CVE-2025-10730,6.5,0.00029,0,65.0145
CVE-2025-4522,6.5,0.00028,0,65.014
CVE-2023-6535,6.5,0.00028,0,65.014
CVE-2025-11716,6.5,0.00028,0,65.014
CVE-2025-24863,6.5,0.00028,0,65.014
CVE-2024-42191,6.5,0.00028,0,65.014
CVE-2024-42190,6.5,0.00028,0,65.014
CVE-2025-10660,6.5,0.00027,0,65.0135
CVE-2025-10682,6.5,0.00027,0,65.0135
CVE-2025-11454,6.5,0.00026,0,65.013
CVE-2025-61623,6.5,0.00026,0,65.013
CVE-2024-30147,6.5,0.00026,0,65.013
CVE-2025-11718,6.5,0.00026,0,65.013
CVE-2025-31205,6.5,0.00026,0,65.013
CVE-2025-47906,6.5,0.00025,0,65.0125
CVE-2025-53068,6.5,0.00025,0,65.0125
CVE-2025-53678,6.5,0.00025,0,65.0125
CVE-2025-53672,6.5,0.00025,0,65.0125
CVE-2025-53673,6.5,0.00025,0,65.0125
CVE-2025-53702,6.5,0.00025,0,65.0125
CVE-2023-7004,6.5,0.00025,0,65.0125
CVE-2025-53676,6.5,0.00025,0,65.0125
CVE-2025-34304,6.5,0.00025,0,65.0125
CVE-2023-6536,6.5,0.00024,0,65.012
CVE-2025-10748,6.5,0.00024,0,65.012
CVE-2025-48417,6.5,0.00024,0,65.012
CVE-2025-24225,6.5,0.00024,0,65.012
CVE-2025-60427,6.5,0.00024,0,65.012
CVE-2025-30950,6.5,0.00024,0,65.012
CVE-2025-32944,6.5,0.00024,0,65.012
CVE-2025-58051,6.5,0.00024,0,65.012
CVE-2025-10930,6.5,0.00023,0,65.0115
CVE-2025-63294,6.5,0.00023,0,65.0115
CVE-2025-52555,6.5,0.00022,0,65.011
CVE-2023-6356,6.5,0.00022,0,65.011
CVE-2025-62258,6.5,0.00021,0,65.0105
CVE-2022-38349,6.5,0.00021,0,65.0105
CVE-2024-9000,6.5,0.00021,0,65.0105
CVE-2025-62493,6.5,0.00021,0,65.0105
CVE-2025-61759,6.5,0.00021,0,65.0105
CVE-2025-52632,6.5,0.0002,0,65.01
CVE-2025-62492,6.5,0.0002,0,65.01
CVE-2024-49705,6.5,0.0002,0,65.01
CVE-2025-53671,6.5,0.0002,0,65.01
CVE-2025-56311,6.5,0.0002,0,65.01
CVE-2025-40817,6.5,0.0002,0,65.01
CVE-2025-21090,6.5,0.00019,0,65.0095
CVE-2024-30152,6.5,0.00019,0,65.0095
CVE-2025-63687,6.5,0.00018,0,65.009
CVE-2025-63686,6.5,0.00018,0,65.009
CVE-2025-57697,6.5,0.00018,0,65.009
CVE-2025-27040,6.5,0.00018,0,65.009
CVE-2025-11683,6.5,0.00017,0,65.0085
CVE-2025-31235,6.5,0.00017,0,65.0085
CVE-2024-44124,6.5,0.00017,0,65.0085
CVE-2025-26402,6.5,0.00017,0,65.0085
CVE-2025-22851,6.5,0.00016,0,65.008
CVE-2025-12890,6.5,0.00016,0,65.008
CVE-2025-10540,6.5,0.00016,0,65.008
CVE-2025-53670,6.5,0.00016,0,65.008
CVE-2025-3047,6.5,0.00016,0,65.008
CVE-2025-47370,6.5,0.00016,0,65.008
CVE-2025-55668,6.5,0.00015,0,65.0075
CVE-2025-11375,6.5,0.00015,0,65.0075
CVE-2025-11374,6.5,0.00015,0,65.0075
CVE-2023-43279,6.5,0.00015,0,65.0075
CVE-2025-9231,6.5,0.00015,0,65.0075
CVE-2025-31258,6.5,0.00015,0,65.0075
CVE-2025-64402,6.5,0.00015,0,65.0075
CVE-2025-4575,6.5,0.00015,0,65.0075
CVE-2025-6239,6.5,0.00014,0,65.007
CVE-2025-62261,6.5,0.00014,0,65.007
CVE-2025-30373,6.5,0.00013,0,65.0065
CVE-2025-62504,6.5,0.00013,0,65.0065
CVE-2025-20054,6.5,0.00013,0,65.0065
CVE-2025-3048,6.5,0.00013,0,65.0065
CVE-2025-32446,6.5,0.00012,0,65.006
CVE-2025-27710,6.5,0.00012,0,65.006
CVE-2025-24519,6.5,0.00012,0,65.006
CVE-2025-11971,6.5,0.00012,0,65.006
CVE-2025-31972,6.5,0.0001,0,65.005
CVE-2025-7330,6.5,8e-05,0,65.004
CVE-2024-29197,6.5,1e-05,0,65.0005
CVE-2024-45389,6.4,0.00897,0,64.4485
CVE-2025-61765,6.4,0.00707,0,64.3535
CVE-2024-4854,6.4,0.00241,0,64.1205
CVE-2024-4335,6.4,0.00172,0,64.086
CVE-2025-24529,6.4,0.00131,0,64.0655
CVE-2025-24530,6.4,0.00131,0,64.0655
CVE-2024-35475,6.4,0.0013,0,64.065
CVE-2024-3665,6.4,0.00125,0,64.0625
CVE-2024-6485,6.4,0.00106,0,64.053
CVE-2025-30432,6.4,0.00096,0,64.048
CVE-2025-11814,6.4,0.00082,0,64.041
CVE-2025-62374,6.4,0.00076,0,64.038
CVE-2025-35053,6.4,0.00065,0,64.0325
CVE-2024-9444,6.4,0.00058,0,64.029
CVE-2025-62648,6.4,0.00053,0,64.0265
CVE-2025-56748,6.4,0.00044,0,64.022
CVE-2025-50055,6.4,0.00043,0,64.0215
CVE-2025-8666,6.4,0.0004,0,64.02
CVE-2025-11820,6.4,0.0004,0,64.02
CVE-2025-9496,6.4,0.00039,0,64.0195
CVE-2025-46544,6.4,0.00039,0,64.0195
CVE-2025-58324,6.4,0.00038,0,64.019
CVE-2025-11197,6.4,0.00037,0,64.0185
CVE-2025-7652,6.4,0.00037,0,64.0185
CVE-2025-57665,6.4,0.00037,0,64.0185
CVE-2025-10129,6.4,0.00037,0,64.0185
CVE-2025-10190,6.4,0.00037,0,64.0185
CVE-2025-10167,6.4,0.00037,0,64.0185
CVE-2025-7781,6.4,0.00037,0,64.0185
CVE-2025-9560,6.4,0.00037,0,64.0185
CVE-2025-11922,6.4,0.00036,0,64.018
CVE-2024-45062,6.4,0.00036,0,64.018
CVE-2025-12045,6.4,0.00036,0,64.018
CVE-2025-47822,6.4,0.00035,0,64.0175
CVE-2025-47819,6.4,0.00035,0,64.0175
CVE-2025-10701,6.4,0.00034,0,64.017
CVE-2025-9562,6.4,0.00034,0,64.017
CVE-2025-12118,6.4,0.00034,0,64.017
CVE-2025-11987,6.4,0.00034,0,64.017
CVE-2025-12369,6.4,0.00034,0,64.017
CVE-2025-11160,6.4,0.00032,0,64.016
CVE-2025-8561,6.4,0.00032,0,64.016
CVE-2025-11823,6.4,0.00032,0,64.016
CVE-2025-11161,6.4,0.00032,0,64.016
CVE-2025-11825,6.4,0.00032,0,64.016
CVE-2025-11806,6.4,0.00032,0,64.016
CVE-2025-11827,6.4,0.00032,0,64.016
CVE-2025-12096,6.4,0.00032,0,64.016
CVE-2025-11819,6.4,0.00032,0,64.016
CVE-2025-11818,6.4,0.00032,0,64.016
CVE-2025-11830,6.4,0.00032,0,64.016
CVE-2025-11834,6.4,0.00032,0,64.016
CVE-2025-11866,6.4,0.00032,0,64.016
CVE-2025-10006,6.4,0.00032,0,64.016
CVE-2025-11857,6.4,0.00032,0,64.016
CVE-2025-11867,6.4,0.00032,0,64.016
CVE-2025-6988,6.4,0.00032,0,64.016
CVE-2025-11917,6.4,0.00032,0,64.016
CVE-2025-11870,6.4,0.00032,0,64.016
CVE-2025-11872,6.4,0.00032,0,64.016
CVE-2025-11878,6.4,0.00032,0,64.016
CVE-2025-11883,6.4,0.00032,0,64.016
CVE-2025-11270,6.4,0.00032,0,64.016
CVE-2025-10139,6.4,0.00032,0,64.016
CVE-2025-10133,6.4,0.00032,0,64.016
CVE-2025-11841,6.4,0.00032,0,64.016
CVE-2025-11502,6.4,0.00032,0,64.016
CVE-2025-11813,6.4,0.00032,0,64.016
CVE-2025-12090,6.4,0.00032,0,64.016
CVE-2025-7730,6.4,0.00032,0,64.016
CVE-2025-8588,6.4,0.00032,0,64.016
CVE-2025-10737,6.4,0.00032,0,64.016
CVE-2025-12475,6.4,0.00032,0,64.016
CVE-2025-10194,6.4,0.00032,0,64.016
CVE-2025-12324,6.4,0.00032,0,64.016
CVE-2023-52292,6.4,0.00032,0,64.016
CVE-2025-11817,6.4,0.00032,0,64.016
CVE-2025-8413,6.4,0.00032,0,64.016
CVE-2025-8427,6.4,0.00032,0,64.016
CVE-2025-11812,6.4,0.00032,0,64.016
CVE-2025-10135,6.4,0.00032,0,64.016
CVE-2025-64302,6.4,0.00032,0,64.016
CVE-2025-11811,6.4,0.00032,0,64.016
CVE-2025-11809,6.4,0.00032,0,64.016
CVE-2025-11745,6.4,0.00032,0,64.016
CVE-2025-11880,6.4,0.00032,0,64.016
CVE-2025-10138,6.4,0.00032,0,64.016
CVE-2025-11804,6.4,0.00032,0,64.016
CVE-2025-11824,6.4,0.00032,0,64.016
CVE-2025-11807,6.4,0.00032,0,64.016
CVE-2025-11897,6.4,0.00032,0,64.016
CVE-2025-10140,6.4,0.00032,0,64.016
CVE-2025-11162,6.4,0.00032,0,64.016
CVE-2025-11810,6.4,0.00032,0,64.016
CVE-2025-10141,6.4,0.00032,0,64.016
CVE-2025-11875,6.4,0.00032,0,64.016
CVE-2025-10580,6.4,0.00032,0,64.016
CVE-2025-10132,6.4,0.00032,0,64.016
CVE-2025-64094,6.4,0.0003,0,64.015
CVE-2025-12644,6.4,0.00029,0,64.0145
CVE-2025-11860,6.4,0.00029,0,64.0145
CVE-2025-12754,6.4,0.00029,0,64.0145
CVE-2025-11856,6.4,0.00029,0,64.0145
CVE-2025-12662,6.4,0.00029,0,64.0145
CVE-2025-12663,6.4,0.00029,0,64.0145
CVE-2025-11873,6.4,0.00029,0,64.0145
CVE-2025-12658,6.4,0.00029,0,64.0145
CVE-2025-12667,6.4,0.00029,0,64.0145
CVE-2025-12668,6.4,0.00029,0,64.0145
CVE-2025-12652,6.4,0.00029,0,64.0145
CVE-2025-11869,6.4,0.00029,0,64.0145
CVE-2025-12671,6.4,0.00029,0,64.0145
CVE-2025-11863,6.4,0.00029,0,64.0145
CVE-2025-11882,6.4,0.00029,0,64.0145
CVE-2025-12651,6.4,0.00029,0,64.0145
CVE-2025-11129,6.4,0.00029,0,64.0145
CVE-2025-11859,6.4,0.00029,0,64.0145
CVE-2025-11829,6.4,0.00029,0,64.0145
CVE-2025-12643,6.4,0.00029,0,64.0145
CVE-2025-11828,6.4,0.00029,0,64.0145
CVE-2025-11822,6.4,0.00029,0,64.0145
CVE-2025-11821,6.4,0.00029,0,64.0145
CVE-2025-12672,6.4,0.00029,0,64.0145
CVE-2025-12711,6.4,0.00029,0,64.0145
CVE-2025-12753,6.4,0.00029,0,64.0145
CVE-2025-12112,6.4,0.00029,0,64.0145
CVE-2025-11805,6.4,0.00029,0,64.0145
CVE-2025-11361,6.4,0.00028,0,64.014
CVE-2025-12388,6.4,0.00028,0,64.014
CVE-2024-47079,6.4,0.00028,0,64.014
CVE-2025-36138,6.4,0.00027,0,64.0135
CVE-2025-36172,6.4,0.00027,0,64.0135
CVE-2025-36170,6.4,0.00027,0,64.0135
CVE-2025-43908,6.4,0.00027,0,64.0135
CVE-2020-36854,6.4,0.00026,0,64.013
CVE-2025-12583,6.4,0.00025,0,64.0125
CVE-2025-32809,6.4,0.00025,0,64.0125
CVE-2023-22745,6.4,0.00024,0,64.012
CVE-2025-12837,6.4,0.00023,0,64.0115
CVE-2025-35968,6.4,0.00021,0,64.0105
CVE-2025-5454,6.4,0.00014,0,64.007
CVE-2023-5088,6.4,0.00013,0,64.0065
CVE-2022-45888,6.4,0.00012,0,64.006
CVE-2025-9055,6.4,0.00012,0,64.006
CVE-2025-12915,6.4,0.0001,0,64.005
CVE-2024-41986,6.4,7e-05,0,64.0035
CVE-2023-51764,5.3,0.21846,0,63.923
CVE-2024-2910,6.3,0.01842,0,63.921
CVE-2022-32209,6.1,0.05749,0,63.8745
CVE-2024-37894,6.3,0.01307,0,63.6535
CVE-2025-12916,6.3,0.01058,0,63.529
CVE-2022-23133,6.3,0.00902,0,63.451
CVE-2025-2701,6.3,0.00813,0,63.4065
CVE-2024-54145,6.3,0.00584,0,63.292
CVE-2022-35155,6.1,0.04549,0,63.2745
CVE-2023-1994,6.3,0.00371,0,63.1855
CVE-2023-29457,6.3,0.00367,0,63.1835
CVE-2025-53651,6.3,0.00346,0,63.173
CVE-2025-34508,6.3,0.00331,0,63.1655
CVE-2025-1608,6.3,0.00291,0,63.1455
CVE-2025-1609,6.3,0.00291,0,63.1455
CVE-2025-1610,6.3,0.00291,0,63.1455
CVE-2023-1992,6.3,0.0028,0,63.14
CVE-2025-2363,6.3,0.00272,0,63.136
CVE-2023-1993,6.3,0.00264,0,63.132
CVE-2024-30927,6.3,0.00257,0,63.1285
CVE-2024-52311,6.3,0.00251,0,63.1255
CVE-2022-34464,6.3,0.00241,0,63.1205
CVE-2025-1214,6.3,0.00224,0,63.112
CVE-2025-44163,6.3,0.0022,0,63.11
CVE-2025-2357,6.3,0.00203,0,63.1015
CVE-2025-0335,6.3,0.00173,0,63.0865
CVE-2024-13212,6.3,0.00171,0,63.0855
CVE-2024-13211,6.3,0.00171,0,63.0855
CVE-2025-54090,6.3,0.00171,0,63.0855
CVE-2025-11344,6.3,0.00168,0,63.084
CVE-2025-0402,6.3,0.00151,0,63.0755
CVE-2023-1161,6.3,0.00151,0,63.0755
CVE-2025-2035,6.3,0.0015,0,63.075
CVE-2024-7888,6.3,0.00145,0,63.0725
CVE-2024-3013,6.3,0.00145,0,63.0725
CVE-2023-0411,6.3,0.00141,0,63.0705
CVE-2025-31233,6.3,0.00141,0,63.0705
CVE-2024-10418,6.3,0.00139,0,63.0695
CVE-2023-0412,6.3,0.00139,0,63.0695
CVE-2024-10409,6.3,0.0013,0,63.065
CVE-2025-0300,6.3,0.0013,0,63.065
CVE-2025-0229,6.3,0.0013,0,63.065
CVE-2025-0230,6.3,0.0013,0,63.065
CVE-2024-10416,6.3,0.0013,0,63.065
CVE-2021-4186,6.3,0.00128,0,63.064
CVE-2024-11051,6.3,0.00125,0,63.0625
CVE-2024-10170,6.3,0.00125,0,63.0625
CVE-2023-7138,6.3,0.00123,0,63.0615
CVE-2023-7126,6.3,0.00123,0,63.0615
CVE-2023-1498,6.3,0.00122,0,63.061
CVE-2024-10417,6.3,0.00119,0,63.0595
CVE-2024-10408,6.3,0.00119,0,63.0595
CVE-2024-11963,6.3,0.00119,0,63.0595
CVE-2023-2879,6.3,0.00115,0,63.0575
CVE-2023-7127,6.3,0.00113,0,63.0565
CVE-2025-11630,6.3,0.00111,0,63.0555
CVE-2025-55885,6.3,0.00107,0,63.0535
CVE-2025-1184,6.3,0.00104,0,63.052
CVE-2025-1185,6.3,0.00104,0,63.052
CVE-2022-4344,6.3,0.00097,0,63.0485
CVE-2025-12313,6.3,0.00097,0,63.0485
CVE-2025-31209,6.3,0.00096,0,63.048
CVE-2025-0874,6.3,0.00095,0,63.0475
CVE-2023-7106,6.3,0.00093,0,63.0465
CVE-2023-0413,6.3,0.00093,0,63.0465
CVE-2023-0415,6.3,0.00093,0,63.0465
CVE-2024-7055,6.3,0.0009,0,63.045
CVE-2022-4345,6.3,0.00088,0,63.044
CVE-2025-1958,6.3,0.00083,0,63.0415
CVE-2023-0417,6.3,0.00082,0,63.041
CVE-2022-0583,6.3,0.00081,0,63.0405
CVE-2022-0581,6.3,0.00081,0,63.0405
CVE-2023-1561,6.3,0.00077,0,63.0385
CVE-2025-7175,6.3,0.00077,0,63.0385
CVE-2025-3413,6.3,0.00074,0,63.037
CVE-2024-13036,6.3,0.00073,0,63.0365
CVE-2023-0416,6.3,0.00069,0,63.0345
CVE-2024-13008,6.3,0.00068,0,63.034
CVE-2025-8483,6.3,0.00068,0,63.034
CVE-2025-5679,6.3,0.00067,0,63.0335
CVE-2025-5680,6.3,0.00067,0,63.0335
CVE-2025-0531,6.3,0.00065,0,63.0325
CVE-2025-6266,6.3,0.00065,0,63.0325
CVE-2025-11842,6.3,0.00065,0,63.0325
CVE-2025-60711,6.3,0.00065,0,63.0325
CVE-2025-0882,6.3,0.00064,0,63.032
CVE-2025-1197,6.3,0.00064,0,63.032
CVE-2025-7759,6.3,0.00063,0,63.0315
CVE-2025-2321,6.3,0.00062,0,63.031
CVE-2025-7210,6.3,0.00062,0,63.031
