CVE,CVSS,EPSS,KEV,Priority
CVE-2025-43187,7.8,0.00018,0,78.009
CVE-2024-50073,7.8,0.00018,0,78.009
CVE-2025-38479,7.8,0.00018,0,78.009
CVE-2025-61863,7.8,0.00018,0,78.009
CVE-2025-61864,7.8,0.00018,0,78.009
CVE-2025-23142,7.8,0.00018,0,78.009
CVE-2025-23158,7.8,0.00018,0,78.009
CVE-2025-61862,7.8,0.00018,0,78.009
CVE-2025-58322,7.8,0.00018,0,78.009
CVE-2025-37738,7.8,0.00018,0,78.009
CVE-2024-46830,7.8,0.00018,0,78.009
CVE-2025-21991,7.8,0.00018,0,78.009
CVE-2025-53855,7.8,0.00018,0,78.009
CVE-2025-43188,7.8,0.00018,0,78.009
CVE-2018-25123,7.8,0.00018,0,78.009
CVE-2024-40809,7.8,0.00018,0,78.009
CVE-2025-61861,7.8,0.00018,0,78.009
CVE-2025-23361,7.8,0.00018,0,78.009
CVE-2025-8069,7.8,0.00018,0,78.009
CVE-2025-24170,7.8,0.00018,0,78.009
CVE-2025-33178,7.8,0.00018,0,78.009
CVE-2022-49882,7.8,0.00018,0,78.009
CVE-2025-61856,7.8,0.00018,0,78.009
CVE-2025-23357,7.8,0.00018,0,78.009
CVE-2025-29504,7.8,0.00018,0,78.009
CVE-2025-61860,7.8,0.00018,0,78.009
CVE-2025-38500,7.8,0.00018,0,78.009
CVE-2025-22023,7.8,0.00018,0,78.009
CVE-2024-58273,7.8,0.00017,0,78.0085
CVE-2025-53814,7.8,0.00017,0,78.0085
CVE-2025-21979,7.8,0.00017,0,78.0085
CVE-2025-22083,7.8,0.00017,0,78.0085
CVE-2025-43472,7.8,0.00017,0,78.0085
CVE-2023-53019,7.8,0.00017,0,78.0085
CVE-2025-22088,7.8,0.00017,0,78.0085
CVE-2025-10199,7.8,0.00017,0,78.0085
CVE-2025-21945,7.8,0.00017,0,78.0085
CVE-2025-37927,7.8,0.00017,0,78.0085
CVE-2025-37923,7.8,0.00017,0,78.0085
CVE-2025-22126,7.8,0.00017,0,78.0085
CVE-2025-37797,7.8,0.00017,0,78.0085
CVE-2025-21867,7.8,0.00017,0,78.0085
CVE-2025-37798,7.8,0.00017,0,78.0085
CVE-2024-46849,7.8,0.00017,0,78.0085
CVE-2024-41028,7.8,0.00017,0,78.0085
CVE-2025-26861,7.8,0.00017,0,78.0085
CVE-2025-10885,7.8,0.00017,0,78.0085
CVE-2025-26859,7.8,0.00017,0,78.0085
CVE-2025-26860,7.8,0.00017,0,78.0085
CVE-2025-33044,7.8,0.00017,0,78.0085
CVE-2024-46836,7.8,0.00017,0,78.0085
CVE-2024-40903,7.8,0.00016,0,78.008
CVE-2025-30464,7.8,0.00016,0,78.008
CVE-2024-39510,7.8,0.00016,0,78.008
CVE-2025-27446,7.8,0.00016,0,78.008
CVE-2025-30456,7.8,0.00016,0,78.008
CVE-2023-53111,7.8,0.00016,0,78.008
CVE-2025-22020,7.8,0.00016,0,78.008
CVE-2025-37838,7.8,0.00016,0,78.008
CVE-2025-40812,7.8,0.00016,0,78.008
CVE-2025-40811,7.8,0.00016,0,78.008
CVE-2023-53142,7.8,0.00016,0,78.008
CVE-2025-24119,7.8,0.00016,0,78.008
CVE-2025-43340,7.8,0.00016,0,78.008
CVE-2025-43333,7.8,0.00016,0,78.008
CVE-2024-40913,7.8,0.00016,0,78.008
CVE-2024-42160,7.8,0.00016,0,78.008
CVE-2025-37750,7.8,0.00016,0,78.008
CVE-2025-20010,7.8,0.00016,0,78.008
CVE-2022-49900,7.8,0.00016,0,78.008
CVE-2024-46713,7.8,0.00016,0,78.008
CVE-2024-26995,7.8,0.00016,0,78.008
CVE-2025-37786,7.8,0.00016,0,78.008
CVE-2025-43204,7.8,0.00015,0,78.0075
CVE-2025-22022,7.8,0.00015,0,78.0075
CVE-2024-46740,7.8,0.00015,0,78.0075
CVE-2022-49775,7.8,0.00015,0,78.0075
CVE-2025-27054,7.8,0.00015,0,78.0075
CVE-2025-27048,7.8,0.00015,0,78.0075
CVE-2025-43286,7.8,0.00015,0,78.0075
CVE-2025-43268,7.8,0.00015,0,78.0075
CVE-2022-49789,7.8,0.00015,0,78.0075
CVE-2022-20360,7.8,0.00015,0,78.0075
CVE-2025-8486,7.8,0.00015,0,78.0075
CVE-2024-26582,7.8,0.00015,0,78.0075
CVE-2025-24173,7.8,0.00015,0,78.0075
CVE-2025-40827,7.8,0.00015,0,78.0075
CVE-2025-10581,7.8,0.00015,0,78.0075
CVE-2024-39495,7.8,0.00015,0,78.0075
CVE-2025-57227,7.8,0.00015,0,78.0075
CVE-2024-46828,7.8,0.00015,0,78.0075
CVE-2025-31188,7.8,0.00015,0,78.0075
CVE-2024-40899,7.8,0.00015,0,78.0075
CVE-2025-22831,7.8,0.00015,0,78.0075
CVE-2024-40900,7.8,0.00015,0,78.0075
CVE-2025-22832,7.8,0.00015,0,78.0075
CVE-2025-43249,7.8,0.00015,0,78.0075
CVE-2025-27053,7.8,0.00015,0,78.0075
CVE-2025-47338,7.8,0.00015,0,78.0075
CVE-2025-47355,7.8,0.00015,0,78.0075
CVE-2023-53106,7.8,0.00015,0,78.0075
CVE-2025-33003,7.8,0.00015,0,78.0075
CVE-2023-53116,7.8,0.00015,0,78.0075
CVE-2024-41092,7.8,0.00015,0,78.0075
CVE-2024-26981,7.8,0.00015,0,78.0075
CVE-2025-62363,7.8,0.00015,0,78.0075
CVE-2023-53123,7.8,0.00015,0,78.0075
CVE-2024-41058,7.8,0.00015,0,78.0075
CVE-2024-41051,7.8,0.00015,0,78.0075
CVE-2024-41050,7.8,0.00015,0,78.0075
CVE-2023-53138,7.8,0.00015,0,78.0075
CVE-2024-46674,7.8,0.00015,0,78.0075
CVE-2024-41039,7.8,0.00015,0,78.0075
CVE-2025-47340,7.8,0.00015,0,78.0075
CVE-2025-37921,7.8,0.00015,0,78.0075
CVE-2025-47354,7.8,0.00015,0,78.0075
CVE-2025-47351,7.8,0.00015,0,78.0075
CVE-2025-47341,7.8,0.00015,0,78.0075
CVE-2025-47347,7.8,0.00015,0,78.0075
CVE-2025-62776,7.8,0.00015,0,78.0075
CVE-2025-47349,7.8,0.00015,0,78.0075
CVE-2025-37796,7.8,0.00014,0,78.007
CVE-2025-30453,7.8,0.00014,0,78.007
CVE-2025-43725,7.8,0.00014,0,78.007
CVE-2025-50892,7.8,0.00014,0,78.007
CVE-2024-26928,7.8,0.00014,0,78.007
CVE-2025-22041,7.8,0.00014,0,78.007
CVE-2025-43248,7.8,0.00014,0,78.007
CVE-2025-62580,7.8,0.00014,0,78.007
CVE-2025-37789,7.8,0.00014,0,78.007
CVE-2025-62579,7.8,0.00014,0,78.007
CVE-2025-21869,7.8,0.00014,0,78.007
CVE-2025-57741,7.8,0.00014,0,78.007
CVE-2025-31222,7.8,0.00014,0,78.007
CVE-2023-52760,7.8,0.00014,0,78.007
CVE-2024-44977,7.8,0.00014,0,78.007
CVE-2025-37823,7.8,0.00014,0,78.007
CVE-2025-10541,7.8,0.00014,0,78.007
CVE-2025-43256,7.8,0.00014,0,78.007
CVE-2025-7707,7.8,0.00014,0,78.007
CVE-2025-22040,7.8,0.00014,0,78.007
CVE-2024-46738,7.8,0.00014,0,78.007
CVE-2024-42136,7.8,0.00014,0,78.007
CVE-2024-40812,7.8,0.00014,0,78.007
CVE-2024-42147,7.8,0.00014,0,78.007
CVE-2025-54496,7.8,0.00014,0,78.007
CVE-2025-36632,7.8,0.00014,0,78.007
CVE-2025-54526,7.8,0.00014,0,78.007
CVE-2025-12341,7.8,0.00014,0,78.007
CVE-2024-46800,7.8,0.00014,0,78.007
CVE-2025-21983,7.8,0.00014,0,78.007
CVE-2025-61156,7.8,0.00014,0,78.007
CVE-2025-40763,7.8,0.00014,0,78.007
CVE-2025-41390,7.8,0.00014,0,78.007
CVE-2025-59933,7.8,0.00014,0,78.007
CVE-2025-10198,7.8,0.00014,0,78.007
CVE-2024-40935,7.8,0.00014,0,78.007
CVE-2023-52926,7.8,0.00013,0,78.0065
CVE-2025-37803,7.8,0.00013,0,78.0065
CVE-2024-46744,7.8,0.00013,0,78.0065
CVE-2025-21999,7.8,0.00013,0,78.0065
CVE-2024-26622,7.8,0.00013,0,78.0065
CVE-2024-40927,7.8,0.00013,0,78.0065
CVE-2025-27713,7.8,0.00013,0,78.0065
CVE-2025-24258,7.8,0.00013,0,78.0065
CVE-2021-47247,7.8,0.00013,0,78.0065
CVE-2024-42138,7.8,0.00013,0,78.0065
CVE-2024-46673,7.8,0.00013,0,78.0065
CVE-2023-52530,7.8,0.00013,0,78.0065
CVE-2025-37822,7.8,0.00013,0,78.0065
CVE-2024-40781,7.8,0.00013,0,78.0065
CVE-2024-46759,7.8,0.00013,0,78.0065
CVE-2025-36007,7.8,0.00013,0,78.0065
CVE-2024-40906,7.8,0.00013,0,78.0065
CVE-2025-22004,7.8,0.00013,0,78.0065
CVE-2024-40802,7.8,0.00013,0,78.0065
CVE-2024-40956,7.8,0.00013,0,78.0065
CVE-2025-60749,7.8,0.00013,0,78.0065
CVE-2025-47352,7.8,0.00013,0,78.0065
CVE-2025-21914,7.8,0.00013,0,78.0065
CVE-2025-54545,7.8,0.00013,0,78.0065
CVE-2023-2610,7.8,0.00013,0,78.0065
CVE-2025-47368,7.8,0.00013,0,78.0065
CVE-2025-47367,7.8,0.00013,0,78.0065
CVE-2024-27008,7.8,0.00013,0,78.0065
CVE-2025-47365,7.8,0.00013,0,78.0065
CVE-2025-47361,7.8,0.00013,0,78.0065
CVE-2025-47360,7.8,0.00013,0,78.0065
CVE-2025-47353,7.8,0.00013,0,78.0065
CVE-2025-23352,7.8,0.00012,0,78.006
CVE-2024-42285,7.8,0.00012,0,78.006
CVE-2024-27021,7.8,0.00012,0,78.006
CVE-2024-36914,7.8,0.00012,0,78.006
CVE-2024-46821,7.8,0.00012,0,78.006
CVE-2024-44985,7.8,0.00012,0,78.006
CVE-2023-52812,7.8,0.00012,0,78.006
CVE-2024-46814,7.8,0.00012,0,78.006
CVE-2024-32010,7.8,0.00012,0,78.006
CVE-2023-34319,7.8,0.00012,0,78.006
CVE-2024-41042,7.8,0.00012,0,78.006
CVE-2024-41046,7.8,0.00012,0,78.006
CVE-2024-41087,7.8,0.00012,0,78.006
CVE-2025-43341,7.8,0.00012,0,78.006
CVE-2022-49859,7.8,0.00012,0,78.006
CVE-2024-41096,7.8,0.00012,0,78.006
CVE-2024-26996,7.8,0.00012,0,78.006
CVE-2025-43316,7.8,0.00012,0,78.006
CVE-2023-53107,7.8,0.00012,0,78.006
CVE-2024-39502,7.8,0.00012,0,78.006
CVE-2024-42148,7.8,0.00012,0,78.006
CVE-2025-20718,7.8,0.00012,0,78.006
CVE-2024-46746,7.8,0.00012,0,78.006
CVE-2024-43830,7.8,0.00012,0,78.006
CVE-2025-20737,7.8,0.00012,0,78.006
CVE-2024-42121,7.8,0.00012,0,78.006
CVE-2025-43474,7.8,0.00012,0,78.006
CVE-2025-37926,7.8,0.00012,0,78.006
CVE-2024-40940,7.8,0.00012,0,78.006
CVE-2024-40954,7.8,0.00012,0,78.006
CVE-2022-48733,7.8,0.00012,0,78.006
CVE-2024-38588,7.8,0.00012,0,78.006
CVE-2024-38583,7.8,0.00012,0,78.006
CVE-2025-37763,7.8,0.00012,0,78.006
CVE-2024-38577,7.8,0.00012,0,78.006
CVE-2025-20735,7.8,0.00012,0,78.006
CVE-2024-40920,7.8,0.00012,0,78.006
CVE-2024-42280,7.8,0.00012,0,78.006
CVE-2024-40901,7.8,0.00012,0,78.006
CVE-2025-5555,7.8,0.00012,0,78.006
CVE-2024-42271,7.8,0.00012,0,78.006
CVE-2025-20733,7.8,0.00012,0,78.006
CVE-2025-20728,7.8,0.00012,0,78.006
CVE-2024-40939,7.8,0.00012,0,78.006
CVE-2025-43361,7.8,0.00012,0,78.006
CVE-2025-43407,7.8,0.00012,0,78.006
CVE-2024-23244,7.8,0.00012,0,78.006
CVE-2024-27018,7.8,0.00012,0,78.006
CVE-2024-46818,7.8,0.00011,0,78.0055
CVE-2024-40902,7.8,0.00011,0,78.0055
CVE-2025-11575,7.8,0.00011,0,78.0055
CVE-2024-26989,7.8,0.00011,0,78.0055
CVE-2024-42120,7.8,0.00011,0,78.0055
CVE-2024-42119,7.8,0.00011,0,78.0055
CVE-2024-42104,7.8,0.00011,0,78.0055
CVE-2025-20717,7.8,0.00011,0,78.0055
CVE-2024-40974,7.8,0.00011,0,78.0055
CVE-2024-39496,7.8,0.00011,0,78.0055
CVE-2024-38578,7.8,0.00011,0,78.0055
CVE-2024-40958,7.8,0.00011,0,78.0055
CVE-2024-38552,7.8,0.00011,0,78.0055
CVE-2025-24917,7.8,0.00011,0,78.0055
CVE-2025-43387,7.8,0.00011,0,78.0055
CVE-2025-31243,7.8,0.00011,0,78.0055
CVE-2024-42284,7.8,0.00011,0,78.0055
CVE-2024-47745,7.8,0.00011,0,78.0055
CVE-2025-20716,7.8,0.00011,0,78.0055
CVE-2025-20715,7.8,0.00011,0,78.0055
CVE-2025-12100,7.8,0.00011,0,78.0055
CVE-2025-20714,7.8,0.00011,0,78.0055
CVE-2025-20713,7.8,0.00011,0,78.0055
CVE-2024-46812,7.8,0.00011,0,78.0055
CVE-2024-32008,7.8,0.00011,0,78.0055
CVE-2025-43476,7.8,0.00011,0,78.0055
CVE-2024-42105,7.8,0.0001,0,78.005
CVE-2025-4802,7.8,0.0001,0,78.005
CVE-2025-23347,7.8,0.0001,0,78.005
CVE-2025-43364,7.8,0.0001,0,78.005
CVE-2023-23632,7.8,0.0001,0,78.005
CVE-2025-24855,7.8,0.0001,0,78.005
CVE-2024-46844,7.8,0.0001,0,78.005
CVE-2024-32009,7.8,0.0001,0,78.005
CVE-2025-48982,7.8,0.0001,0,78.005
CVE-2024-46815,7.8,0.0001,0,78.005
CVE-2023-52572,7.8,0.0001,0,78.005
CVE-2025-37752,7.8,9e-05,0,78.0045
CVE-2024-26983,7.8,9e-05,0,78.0045
CVE-2024-44974,7.8,9e-05,0,78.0045
CVE-2023-52752,7.8,9e-05,0,78.0045
CVE-2025-34287,7.8,9e-05,0,78.0045
CVE-2025-64343,7.8,9e-05,0,78.0045
CVE-2024-26739,7.8,9e-05,0,78.0045
CVE-2024-35866,7.8,9e-05,0,78.0045
CVE-2025-22056,7.8,8e-05,0,78.004
CVE-2024-39494,7.8,8e-05,0,78.004
CVE-2024-27022,7.8,8e-05,0,78.004
CVE-2025-27070,7.8,8e-05,0,78.004
CVE-2024-35867,7.8,8e-05,0,78.004
CVE-2024-55549,7.8,8e-05,0,78.004
CVE-2025-21062,7.8,7e-05,0,78.0035
CVE-2023-52757,7.8,7e-05,0,78.0035
CVE-2025-58287,7.8,7e-05,0,78.0035
CVE-2024-46852,7.8,5e-05,0,78.0025
CVE-2025-20723,7.8,5e-05,0,78.0025
CVE-2025-20721,7.8,5e-05,0,78.0025
CVE-2023-52621,7.8,4e-05,0,78.002
CVE-2025-9068,7.8,2e-05,0,78.001
CVE-2025-9067,7.8,2e-05,0,78.001
CVE-2025-11795,7.8,0.0,0,78.0
CVE-2025-11797,7.8,0.0,0,78.0
CVE-2025-31650,7.5,0.05287,0,77.6435
CVE-2024-54479,7.5,0.04747,0,77.3735
CVE-2023-5363,7.5,0.04745,0,77.3725
CVE-2025-0241,7.7,0.00486,0,77.243
CVE-2024-54508,7.5,0.04484,0,77.242
CVE-2025-20169,7.7,0.00348,0,77.174
CVE-2024-40815,7.5,0.04252,0,77.126
CVE-2022-31129,7.5,0.04179,0,77.0895
CVE-2024-22391,7.7,0.00178,0,77.089
CVE-2024-33452,7.7,0.00171,0,77.0855
CVE-2025-55698,7.7,0.00146,0,77.073
CVE-2024-47053,7.7,0.00123,0,77.0615
CVE-2025-47779,7.7,0.00096,0,77.048
CVE-2024-25646,7.7,0.00096,0,77.048
CVE-2025-26494,7.7,0.00083,0,77.0415
CVE-2024-25711,7.5,0.04082,0,77.041
CVE-2023-51127,7.5,0.04078,0,77.039
CVE-2025-59200,7.7,0.00066,0,77.033
CVE-2022-4967,7.7,0.00047,0,77.0235
CVE-2025-59500,7.7,0.00047,0,77.0235
CVE-2025-32808,7.7,0.00041,0,77.0205
CVE-2025-60217,7.7,0.00041,0,77.0205
CVE-2025-24174,7.7,0.0004,0,77.02
CVE-2024-35140,7.7,0.00035,0,77.0175
CVE-2025-62382,7.7,0.00034,0,77.017
CVE-2022-2347,7.7,0.00032,0,77.016
CVE-2025-10145,7.7,0.00032,0,77.016
CVE-2025-46582,7.7,0.00032,0,77.016
CVE-2025-31207,7.7,0.00023,0,77.0115
CVE-2025-48413,7.7,0.00021,0,77.0105
CVE-2025-53139,7.7,0.0002,0,77.01
CVE-2025-58323,7.7,0.00018,0,77.009
CVE-2024-36016,7.7,0.00017,0,77.0085
CVE-2025-11340,7.7,0.00015,0,77.0075
CVE-2025-61035,7.7,0.00015,0,77.0075
CVE-2025-9958,7.7,0.00012,0,77.006
CVE-2025-8459,7.7,7e-05,0,77.0035
CVE-2022-2119,7.5,0.0395,0,76.975
CVE-2022-2120,7.5,0.0395,0,76.975
CVE-2024-33655,7.5,0.03922,0,76.961
CVE-2023-33919,7.2,0.09799,0,76.8995
CVE-2023-49074,7.4,0.05797,0,76.8985
CVE-2024-20696,7.3,0.07709,0,76.8545
CVE-2023-47108,7.5,0.0368,0,76.84
CVE-2024-3232,7.6,0.01673,0,76.8365
CVE-2024-25734,7.5,0.0307,0,76.535
CVE-2015-20107,7.6,0.00803,0,76.4015
CVE-2024-33896,7.2,0.08773,0,76.3865
CVE-2022-34973,7.5,0.02765,0,76.3825
CVE-2024-6232,7.5,0.02746,0,76.373
CVE-2023-32721,7.6,0.00715,0,76.3575
CVE-2023-25652,7.5,0.0264,0,76.32
CVE-2024-45497,7.6,0.00581,0,76.2905
CVE-2025-55912,7.3,0.06567,0,76.2835
CVE-2024-32484,7.4,0.04556,0,76.278
CVE-2021-38371,7.5,0.02524,0,76.262
CVE-2023-45866,6.3,0.26436,0,76.218
CVE-2025-1933,7.6,0.00385,0,76.1925
CVE-2023-23888,7.6,0.00382,0,76.191
CVE-2024-24476,7.5,0.02282,0,76.141
CVE-2025-25293,7.5,0.02273,0,76.1365
CVE-2020-9063,7.6,0.00221,0,76.1105
CVE-2024-39894,7.5,0.02192,0,76.096
CVE-2024-31309,7.5,0.0219,0,76.095
CVE-2024-4337,7.6,0.00168,0,76.084
CVE-2024-4336,7.6,0.00168,0,76.084
CVE-2025-60336,7.5,0.02144,0,76.072
CVE-2021-43859,7.5,0.02139,0,76.0695
CVE-2025-60424,7.6,0.00125,0,76.0625
CVE-2025-61488,7.6,0.00098,0,76.049
CVE-2025-59461,7.6,0.00096,0,76.048
CVE-2025-31213,7.6,0.00089,0,76.0445
CVE-2021-41184,6.5,0.22087,0,76.0435
CVE-2024-39573,7.5,0.02081,0,76.0405
CVE-2024-2243,7.6,0.00079,0,76.0395
CVE-2025-33182,7.6,0.00067,0,76.0335
CVE-2024-48988,7.6,0.00061,0,76.0305
CVE-2025-59566,7.6,0.00051,0,76.0255
CVE-2025-58959,7.6,0.00051,0,76.0255
CVE-2025-59305,7.6,0.00049,0,76.0245
CVE-2025-24095,7.6,0.00047,0,76.0235
CVE-2025-10914,7.6,0.00044,0,76.022
CVE-2025-61784,7.6,0.00044,0,76.022
CVE-2025-60731,7.6,0.00044,0,76.022
CVE-2025-60735,7.6,0.00044,0,76.022
CVE-2025-53425,7.6,0.00043,0,76.0215
CVE-2025-60730,7.6,0.00041,0,76.0205
CVE-2025-61597,7.6,0.00036,0,76.018
CVE-2025-10458,7.6,0.00035,0,76.0175
CVE-2025-64366,7.6,0.00033,0,76.0165
CVE-2025-40816,7.6,0.00033,0,76.0165
CVE-2025-64501,7.6,0.00032,0,76.016
CVE-2025-62015,7.6,0.00031,0,76.0155
CVE-2020-10126,7.6,0.00029,0,76.0145
CVE-2020-10125,7.6,0.00024,0,76.012
CVE-2025-11577,7.6,0.00024,0,76.012
CVE-2025-7403,7.6,0.00019,0,76.0095
CVE-2025-63783,7.6,0.00018,0,76.009
CVE-2015-0666,0.0,0.72017,1,76.0085
CVE-2025-53959,7.6,0.0001,0,76.005
CVE-2025-64293,7.6,0.0,0,76.0
CVE-2024-38878,7.2,0.08,0,76.0
CVE-2023-43665,7.5,0.01984,0,75.992
CVE-2025-61141,7.5,0.01979,0,75.9895
CVE-2023-30589,7.5,0.01916,0,75.958
CVE-2022-0391,7.5,0.01915,0,75.9575
CVE-2023-46728,7.5,0.01876,0,75.938
CVE-2025-27210,7.5,0.01784,0,75.892
CVE-2024-7409,7.5,0.01706,0,75.853
CVE-2023-50243,7.2,0.07698,0,75.849
CVE-2023-50240,7.2,0.07698,0,75.849
CVE-2023-50239,7.2,0.07698,0,75.849
CVE-2023-50244,7.2,0.07698,0,75.849
CVE-2025-59502,7.5,0.01673,0,75.8365
CVE-2024-21490,7.5,0.01669,0,75.8345
CVE-2023-5824,7.5,0.01599,0,75.7995
CVE-2023-30585,7.5,0.01576,0,75.788
CVE-2024-38479,7.5,0.01558,0,75.779
CVE-2017-14227,7.5,0.01494,0,75.747
CVE-2020-29651,7.5,0.01349,0,75.6745
CVE-2020-15890,7.5,0.01331,0,75.6655
CVE-2023-52425,7.5,0.01285,0,75.6425
CVE-2024-49761,7.5,0.01275,0,75.6375
CVE-2020-26557,7.5,0.01233,0,75.6165
CVE-2023-24329,7.5,0.01224,0,75.612
CVE-2025-60335,7.5,0.0122,0,75.61
CVE-2024-22640,7.5,0.01189,0,75.5945
CVE-2024-10466,7.5,0.01057,0,75.5285
CVE-2024-56527,7.5,0.01029,0,75.5145
CVE-2021-28831,7.5,0.01019,0,75.5095
CVE-2024-4032,7.5,0.01016,0,75.508
CVE-2024-24680,7.5,0.00985,0,75.4925
CVE-2023-50784,7.5,0.00983,0,75.4915
CVE-2021-36690,7.5,0.00974,0,75.487
CVE-2023-52161,7.5,0.00954,0,75.477
CVE-2023-34194,7.5,0.00952,0,75.476
CVE-2023-0401,7.5,0.00945,0,75.4725
CVE-2024-12905,7.5,0.00935,0,75.4675
CVE-2024-28757,7.5,0.00885,0,75.4425
CVE-2023-42962,7.5,0.00879,0,75.4395
CVE-2022-24763,7.5,0.00865,0,75.4325
CVE-2019-3728,7.5,0.00861,0,75.4305
CVE-2023-50967,7.5,0.00852,0,75.426
CVE-2024-34459,7.5,0.00847,0,75.4235
CVE-2022-24785,7.5,0.00829,0,75.4145
CVE-2022-2309,7.5,0.00823,0,75.4115
CVE-2023-45196,7.5,0.00809,0,75.4045
CVE-2024-8176,7.5,0.00805,0,75.4025
CVE-2024-38477,7.5,0.00793,0,75.3965
CVE-2024-38879,7.5,0.00791,0,75.3955
CVE-2023-0216,7.5,0.00778,0,75.389
CVE-2024-22871,7.5,0.00776,0,75.388
CVE-2023-49738,7.5,0.00775,0,75.3875
CVE-2024-50083,7.5,0.00767,0,75.3835
CVE-2024-10459,7.5,0.00767,0,75.3835
CVE-2024-4941,7.5,0.00765,0,75.3825
CVE-2022-37062,7.5,0.00761,0,75.3805
CVE-2025-58429,7.5,0.00759,0,75.3795
CVE-2023-40407,7.5,0.00758,0,75.379
CVE-2025-53948,7.5,0.00715,0,75.3575
CVE-2022-38150,7.5,0.00707,0,75.3535
CVE-2023-30590,7.5,0.00706,0,75.353
CVE-2024-52804,7.5,0.00703,0,75.3515
CVE-2025-28382,7.5,0.00692,0,75.346
CVE-2023-35852,7.5,0.00692,0,75.346
CVE-2024-53580,7.5,0.00687,0,75.3435
CVE-2024-45802,7.5,0.00674,0,75.337
CVE-2024-38440,7.5,0.0066,0,75.33
CVE-2023-49298,7.5,0.00656,0,75.328
CVE-2024-52532,7.5,0.00648,0,75.324
CVE-2021-45098,7.5,0.00646,0,75.323
CVE-2024-45238,7.5,0.00643,0,75.3215
CVE-2023-39331,7.5,0.00641,0,75.3205
CVE-2021-42260,7.5,0.00639,0,75.3195
CVE-2024-0743,7.5,0.0063,0,75.315
CVE-2024-10624,7.5,0.00627,0,75.3135
CVE-2024-2757,7.5,0.00625,0,75.3125
CVE-2025-53020,7.5,0.00606,0,75.303
CVE-2024-3651,7.5,0.00604,0,75.302
CVE-2023-46303,7.5,0.00591,0,75.2955
CVE-2022-24764,7.5,0.0058,0,75.29
CVE-2024-32661,7.5,0.00575,0,75.2875
CVE-2024-57791,7.5,0.00572,0,75.286
CVE-2025-49630,7.5,0.00567,0,75.2835
CVE-2024-49997,7.5,0.00566,0,75.283
CVE-2024-3657,7.5,0.00564,0,75.282
CVE-2025-1931,7.5,0.00563,0,75.2815
CVE-2025-25475,7.5,0.00561,0,75.2805
CVE-2022-24793,7.5,0.00547,0,75.2735
CVE-2025-27533,7.5,0.00543,0,75.2715
CVE-2022-29970,7.5,0.00541,0,75.2705
CVE-2024-36980,7.5,0.00539,0,75.2695
CVE-2024-41990,7.5,0.00537,0,75.2685
CVE-2024-36843,7.5,0.00536,0,75.268
CVE-2024-42516,7.5,0.00535,0,75.2675
CVE-2023-51301,7.5,0.00518,0,75.259
CVE-2023-51443,7.5,0.00509,0,75.2545
CVE-2025-24129,7.5,0.00503,0,75.2515
CVE-2024-45235,7.5,0.00502,0,75.251
CVE-2025-1012,7.5,0.00502,0,75.251
CVE-2024-45038,7.5,0.00484,0,75.242
CVE-2023-45232,7.5,0.00483,0,75.2415
CVE-2023-45233,7.5,0.00483,0,75.2415
CVE-2024-28806,7.5,0.0048,0,75.24
CVE-2021-34193,7.5,0.00477,0,75.2385
CVE-2023-27585,7.5,0.00465,0,75.2325
CVE-2023-0217,7.5,0.00449,0,75.2245
CVE-2023-25281,7.5,0.00445,0,75.2225
CVE-2025-62727,7.5,0.0044,0,75.22
CVE-2024-47778,7.5,0.0043,0,75.215
CVE-2024-47541,7.5,0.0043,0,75.215
CVE-2023-48724,7.5,0.00427,0,75.2135
CVE-2024-41989,7.5,0.00427,0,75.2135
CVE-2024-44259,7.5,0.00423,0,75.2115
CVE-2022-28739,7.5,0.00415,0,75.2075
CVE-2024-32660,7.5,0.00415,0,75.2075
CVE-2024-43204,7.5,0.00407,0,75.2035
CVE-2024-36844,7.5,0.00406,0,75.203
CVE-2023-49936,7.5,0.00402,0,75.201
CVE-2024-44195,7.5,0.00402,0,75.201
CVE-2023-0215,7.5,0.00401,0,75.2005
CVE-2024-47543,7.5,0.00397,0,75.1985
CVE-2023-38552,7.5,0.00397,0,75.1985
CVE-2024-47596,7.5,0.00397,0,75.1985
CVE-2023-50471,7.5,0.00391,0,75.1955
CVE-2025-55298,7.5,0.00387,0,75.1935
CVE-2025-6021,7.5,0.00382,0,75.191
CVE-2024-50589,7.5,0.00377,0,75.1885
CVE-2023-51314,7.5,0.00373,0,75.1865
CVE-2023-51316,7.5,0.00373,0,75.1865
CVE-2024-8524,7.5,0.00371,0,75.1855
CVE-2024-52530,7.5,0.00368,0,75.184
CVE-2023-40393,7.5,0.00368,0,75.184
CVE-2025-48392,7.5,0.00365,0,75.1825
CVE-2024-25560,7.5,0.00362,0,75.181
CVE-2024-30251,7.5,0.00359,0,75.1795
CVE-2023-38709,7.3,0.04356,0,75.178
CVE-2024-4056,7.5,0.00356,0,75.178
CVE-2024-45797,7.5,0.00356,0,75.178
CVE-2024-31578,7.5,0.00351,0,75.1755
CVE-2024-7592,7.5,0.00349,0,75.1745
CVE-2025-27111,7.5,0.00349,0,75.1745
CVE-2022-29223,7.5,0.00346,0,75.173
CVE-2021-44686,7.5,0.00345,0,75.1725
CVE-2023-22701,7.5,0.00341,0,75.1705
CVE-2025-24120,7.5,0.00336,0,75.168
CVE-2024-8927,7.5,0.00331,0,75.1655
CVE-2024-40763,7.5,0.0033,0,75.165
CVE-2024-38875,7.5,0.0033,0,75.165
